model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 Fabia,,8000.0,Manual,22639.0,Petrol,20.0,60.1,1.2,skoda
 X1,2015.0,14995.0,Manual,39000.0,Diesel,125.0,,2.0,BMW
 Focus,2017.0,10298.0,Manual,,Petrol,150.0,60.1,1.0,ford
 1 Series,2020.0,27950.0,Semi-Auto,100.0,Diesel,145.0,51.4,,BMW
 Yaris,2017.0,10195.0,Manual,13420.0,Petrol,145.0,56.5,1.5,toyota
 Aygo,,7495.0,Manual,19505.0,Petrol,145.0,68.9,1.0,toyota
 A3,2019.0,21888.0,Manual,5150.0,Diesel,145.0,52.3,1.6,Audi
 Astra,2017.0,9998.0,Semi-Auto,19807.0,Petrol,145.0,51.4,1.4,vauxhall
 Corsa,2013.0,3498.0,Manual,45640.0,Petrol,30.0,55.4,1.0,vauxhall
 Tucson,2017.0,18495.0,Automatic,35753.0,Diesel,200.0,,2.0,hyundi
 Corsa,2016.0,6601.0,Manual,42507.0,Petrol,30.0,55.4,1.4,vauxhall
 2 Series,2017.0,15995.0,Semi-Auto,29006.0,Diesel,,68.9,2.0,BMW
 2 Series,2020.0,21875.0,Semi-Auto,7.0,Petrol,150.0,50.4,1.5,BMW
 Golf,2015.0,,Manual,40255.0,Petrol,30.0,57.6,1.2,volkswagen
 2 Series,,15995.0,Semi-Auto,21815.0,Diesel,150.0,68.9,,BMW
 Kuga,2019.0,18995.0,Semi-Auto,4274.0,Diesel,145.0,37.2,,ford
 A3,2015.0,12995.0,Manual,20411.0,Diesel,0.0,74.3,1.6,Audi
 1 Series,2016.0,12498.0,Manual,,Diesel,20.0,,1.5,BMW
 C Class,2019.0,60859.0,Semi-Auto,1000.0,Petrol,145.0,28.5,4.0,merc
 Fabia,2019.0,10160.0,Manual,7176.0,Petrol,145.0,61.4,1.0,skoda
 E Class,2019.0,35349.0,Semi-Auto,11798.0,Diesel,145.0,48.7,3.0,merc
 Octavia,2015.0,12490.0,Manual,39901.0,Diesel,125.0,,,skoda
 Fiesta,2017.0,,Manual,13998.0,Petrol,145.0,65.7,,ford
 Polo,2018.0,13890.0,Semi-Auto,8823.0,Petrol,145.0,45.6,1.0,volkswagen
 Golf,,15250.0,Manual,15020.0,Diesel,145.0,57.7,,volkswagen
 Golf,2019.0,21664.0,Semi-Auto,2507.0,Diesel,145.0,52.3,2.0,volkswagen
 Fabia,2019.0,13318.0,Semi-Auto,11223.0,Petrol,145.0,60.1,1.0,skoda
 A3,2017.0,,Semi-Auto,49524.0,Petrol,30.0,56.5,1.4,Audi
 C Class,2012.0,6995.0,Automatic,88200.0,Diesel,125.0,58.9,,merc
 Focus,,13084.0,Manual,40807.0,Petrol,200.0,41.5,2.0,ford
 Astra,2017.0,,Manual,,Petrol,145.0,50.4,1.4,vauxhall
 Passat,2015.0,8869.0,Manual,52087.0,Diesel,20.0,70.6,1.6,volkswagen
 Fiesta,2019.0,11300.0,Manual,7304.0,Petrol,145.0,55.4,1.1,ford
 E Class,2019.0,24399.0,Semi-Auto,14391.0,Diesel,145.0,72.4,2.0,merc
 A Class,2015.0,18500.0,Automatic,29917.0,Petrol,,45.6,,merc
 Octavia,2019.0,13298.0,Semi-Auto,17570.0,Diesel,145.0,72.4,1.6,skoda
 Yaris,2016.0,,Manual,8484.0,Petrol,0.0,66.0,1.0,toyota
 Fiesta,2010.0,3200.0,Manual,68700.0,Diesel,20.0,67.3,1.4,ford
 GLA Class,,28790.0,Semi-Auto,1792.0,Petrol,145.0,35.8,1.6,merc
 Golf,2019.0,12500.0,Manual,15118.0,Petrol,145.0,49.6,1.0,volkswagen
 E Class,,12802.0,Semi-Auto,82748.0,Diesel,125.0,57.7,2.1,merc
 A Class,2016.0,13299.0,Manual,35883.0,Diesel,20.0,72.4,1.5,merc
 Corsa,2017.0,8802.0,Automatic,28676.0,Petrol,,47.9,1.4,vauxhall
 GLA Class,2017.0,16000.0,Manual,30886.0,Diesel,30.0,64.2,,merc
 Tucson,2017.0,13539.0,Manual,16190.0,Petrol,160.0,44.8,1.6,hyundi
 A3,2014.0,,Semi-Auto,87151.0,Diesel,30.0,62.8,,Audi
 Tucson,,13095.0,Manual,26596.0,Petrol,145.0,44.8,1.6,hyundi
 Astra,2018.0,11995.0,Manual,36557.0,Petrol,145.0,45.6,1.6,vauxhall
 Mokka X,2019.0,12400.0,Manual,12863.0,Petrol,145.0,39.2,1.4,vauxhall
 Kuga,2018.0,,Automatic,24694.0,Diesel,145.0,58.9,1.5,ford
 Superb,2020.0,28991.0,Semi-Auto,3487.0,Diesel,150.0,47.1,2.0,skoda
 Octavia,2019.0,,Automatic,14566.0,Diesel,,,1.6,skoda
 A Class,2017.0,28890.0,Automatic,,Petrol,145.0,40.9,2.0,merc
 A5,,11998.0,Manual,49640.0,Diesel,30.0,,2.0,Audi
 Focus,2006.0,1495.0,Manual,105000.0,Diesel,125.0,58.9,1.6,ford
 A Class,,26500.0,Semi-Auto,3143.0,Petrol,145.0,53.3,1.3,merc
 Passat,2017.0,15290.0,Manual,,Diesel,,68.9,2.0,volkswagen
 Golf,2015.0,,Manual,51682.0,Petrol,30.0,53.3,1.4,volkswagen
 Focus,2018.0,14998.0,Manual,9712.0,Petrol,145.0,58.9,1.0,ford
 Up,2017.0,7290.0,Manual,33269.0,Petrol,20.0,64.2,1.0,volkswagen
 A4,2017.0,,Automatic,41982.0,Diesel,145.0,70.6,2.0,Audi
 Tucson,2018.0,14991.0,Manual,,Petrol,145.0,34.9,1.6,hyundi
 Fabia,2017.0,,Manual,31150.0,Petrol,150.0,64.2,1.0,skoda
 Golf,2014.0,8940.0,Manual,60000.0,Diesel,20.0,,2.0,volkswagen
 Fiesta,,10000.0,Manual,11720.0,Petrol,,65.7,,ford
 Focus,2018.0,18000.0,Manual,10435.0,Petrol,145.0,41.5,2.0,ford
 Polo,2017.0,11484.0,Manual,9451.0,Petrol,145.0,61.7,1.2,volkswagen
 4 Series,,10991.0,Manual,81978.0,Diesel,125.0,60.1,2.0,BMW
 E Class,2019.0,32980.0,Semi-Auto,8655.0,Diesel,145.0,57.7,2.0,merc
 EcoSport,2016.0,,Manual,17643.0,Petrol,125.0,52.3,1.0,ford
 Astra,2016.0,,Manual,30261.0,Diesel,0.0,76.3,1.6,vauxhall
 Passat,2015.0,8599.0,Manual,57552.0,Diesel,20.0,70.6,1.6,volkswagen
 Corsa,,4150.0,Manual,66977.0,Petrol,125.0,51.4,,vauxhall
 Octavia,2019.0,16990.0,Manual,5143.0,Diesel,145.0,54.3,2.0,skoda
 3 Series,2016.0,18990.0,Automatic,38000.0,Diesel,160.0,51.4,3.0,BMW
 Fiesta,,7660.0,Manual,18839.0,Petrol,125.0,,1.2,ford
 Fiesta,2016.0,10877.0,Manual,11104.0,Petrol,0.0,,1.0,ford
 Golf,2014.0,7190.0,Manual,62000.0,Petrol,30.0,57.6,1.2,volkswagen
 Polo,,8895.0,Manual,50952.0,Diesel,0.0,83.1,1.4,volkswagen
 A Class,2017.0,12999.0,Manual,40563.0,Diesel,145.0,72.4,1.5,merc
 Yaris,2016.0,9500.0,Manual,13641.0,Petrol,30.0,55.0,1.3,toyota
 Golf,2016.0,13000.0,Manual,17076.0,Diesel,20.0,68.9,2.0,volkswagen
 C Class,2019.0,31450.0,Semi-Auto,5104.0,Diesel,145.0,57.7,,merc
 C Class,2019.0,28466.0,Automatic,4938.0,Diesel,145.0,61.4,2.0,merc
 Fiesta,2016.0,7580.0,Manual,,Petrol,125.0,54.3,,ford
 Mokka,2015.0,8495.0,Manual,35401.0,Petrol,160.0,44.8,1.4,vauxhall
 Aygo,2019.0,,Manual,1360.0,Petrol,145.0,56.5,1.0,toyota
 Tiguan,2016.0,15980.0,Manual,44202.0,Diesel,,,2.0,volkswagen
 Corsa,2019.0,10995.0,Manual,9.0,Petrol,150.0,44.8,1.4,vauxhall
 Superb,2017.0,,Semi-Auto,11648.0,Diesel,,61.4,2.0,skoda
 Mokka,2015.0,7370.0,Manual,69581.0,Diesel,125.0,57.6,1.7,vauxhall
 A Class,2019.0,,Automatic,6781.0,Petrol,,28.5,1.3,merc
 I10,2014.0,4795.0,Manual,44047.0,Petrol,20.0,60.1,,hyundi
 A Class,2015.0,10914.0,Manual,,Diesel,30.0,64.2,,merc
 Mokka X,2018.0,12995.0,Manual,5572.0,Petrol,,47.1,1.4,vauxhall
 EcoSport,2018.0,14690.0,Manual,,Petrol,145.0,54.3,1.0,ford
 EcoSport,2015.0,7599.0,Manual,31141.0,Petrol,125.0,52.3,1.0,ford
 GLC Class,2017.0,30971.0,Semi-Auto,9501.0,Diesel,145.0,56.5,2.1,merc
 E Class,2020.0,39995.0,Semi-Auto,2103.0,Diesel,145.0,38.2,3.0,merc
 Tiguan,2017.0,16895.0,Manual,28619.0,Diesel,145.0,58.9,2.0,volkswagen
 Tiguan,2014.0,12995.0,Manual,54010.0,Diesel,160.0,48.7,2.0,volkswagen
 Astra,,5350.0,Manual,94473.0,Diesel,0.0,76.3,1.6,vauxhall
 Focus,2018.0,11795.0,Manual,11086.0,Petrol,,60.1,1.0,ford
 Astra,2018.0,11290.0,Manual,11213.0,Petrol,150.0,,1.4,vauxhall
 EcoSport,2016.0,9290.0,Manual,,Petrol,,,1.0,ford
 A4,2016.0,13698.0,Manual,29398.0,Petrol,145.0,51.4,1.4,Audi
 Fiesta,2019.0,15299.0,Manual,1758.0,Petrol,145.0,58.9,1.0,ford
 Corsa,2017.0,9700.0,Manual,16880.0,Petrol,145.0,,1.4,vauxhall
 Focus,2019.0,,Automatic,2538.0,Diesel,145.0,64.2,2.0,ford
 C Class,2019.0,26980.0,Semi-Auto,11423.0,Diesel,,61.4,2.0,merc
 Astra,2017.0,11090.0,Manual,14098.0,Petrol,145.0,51.4,1.4,vauxhall
 C Class,2018.0,23399.0,Automatic,8033.0,Petrol,145.0,46.3,1.5,merc
 A3,2019.0,24200.0,Manual,6081.0,Diesel,145.0,55.4,2.0,Audi
 Focus,,12787.0,Manual,39772.0,Diesel,20.0,67.3,2.0,ford
 Fiesta,2019.0,11000.0,Manual,3346.0,Petrol,150.0,55.4,1.1,ford
 Tiguan,2019.0,22498.0,Manual,3340.0,Diesel,150.0,47.9,2.0,volkswagen
 Focus,2015.0,8000.0,Manual,49327.0,Petrol,20.0,60.1,,ford
 Fiesta,2018.0,10190.0,Manual,24417.0,Petrol,145.0,65.7,1.0,ford
 Aygo,2019.0,9995.0,Manual,11418.0,Petrol,145.0,56.5,1.0,toyota
 Polo,2016.0,9995.0,Manual,29605.0,Petrol,20.0,60.1,1.2,volkswagen
 Fiesta,2018.0,11900.0,Manual,13374.0,Petrol,145.0,58.9,,ford
 Polo,2015.0,8650.0,Manual,23723.0,Diesel,0.0,83.1,1.4,volkswagen
 Polo,2017.0,8691.0,Manual,33366.0,Petrol,,58.9,,volkswagen
 E Class,2019.0,40998.0,Semi-Auto,1255.0,Diesel,145.0,49.6,2.0,merc
 Corsa,2019.0,9798.0,Manual,8361.0,Petrol,,,,vauxhall
 Fiesta,2014.0,6400.0,Manual,74047.0,Petrol,,62.8,1.0,ford
 A3,2017.0,17990.0,Manual,16000.0,Diesel,145.0,65.7,2.0,Audi
 Polo,2016.0,8200.0,Manual,42184.0,Petrol,,,1.2,volkswagen
 GLA Class,2019.0,35890.0,Automatic,7194.0,Petrol,145.0,37.7,2.0,merc
 Focus,2016.0,10142.0,Manual,31500.0,Diesel,0.0,,1.5,ford
 A5,,30197.0,Semi-Auto,5210.0,Petrol,145.0,39.8,2.0,Audi
 Fiesta,2014.0,7995.0,Manual,9873.0,Petrol,,,1.2,ford
 I10,,10795.0,Semi-Auto,13799.0,Petrol,150.0,,1.2,hyundi
 Astra,2017.0,11498.0,Manual,13186.0,Petrol,145.0,51.4,1.4,vauxhall
 Corsa,2018.0,8491.0,Manual,17738.0,Petrol,145.0,43.5,1.4,vauxhall
 1 Series,2018.0,17490.0,Semi-Auto,26232.0,Petrol,,54.3,1.5,BMW
 A6,2015.0,15998.0,Semi-Auto,39549.0,Diesel,,64.2,2.0,Audi
 Focus,,12295.0,Manual,,Petrol,145.0,60.1,,ford
 Fiesta,,8995.0,Manual,19128.0,Petrol,0.0,65.7,1.0,ford
 Focus,2016.0,9995.0,Manual,24664.0,Petrol,,61.4,,ford
 Tiguan,2017.0,17990.0,Manual,25479.0,Diesel,160.0,50.4,2.0,volkswagen
 C Class,2019.0,28896.0,Automatic,6765.0,Diesel,,61.4,2.0,merc
 Focus,,10490.0,Semi-Auto,47018.0,Petrol,145.0,51.4,1.0,ford
 Yaris,2016.0,,Automatic,,Hybrid,0.0,,,toyota
 3 Series,2019.0,32980.0,Automatic,,Diesel,145.0,49.6,2.0,BMW
 Tiguan,,,Automatic,,Diesel,145.0,,2.0,volkswagen
 A5,2018.0,31050.0,Semi-Auto,17671.0,Petrol,145.0,36.7,,Audi
 Kuga,2019.0,23190.0,Semi-Auto,5099.0,Diesel,145.0,38.7,,ford
 Yaris,2017.0,9998.0,Manual,,Petrol,145.0,56.5,1.5,toyota
 Aygo,2018.0,,Manual,5574.0,Petrol,145.0,56.5,1.0,toyota
 1 Series,2015.0,8490.0,Manual,49000.0,Petrol,,,1.6,BMW
 2 Series,,,Semi-Auto,25653.0,Diesel,125.0,60.1,2.0,BMW
 2 Series,2019.0,22990.0,Manual,3205.0,Petrol,145.0,,1.5,BMW
 A3,2017.0,13000.0,Automatic,97530.0,Diesel,,72.4,1.6,Audi
 A3,2019.0,25490.0,Automatic,,Diesel,145.0,,1.6,Audi
 Fiesta,2019.0,14175.0,Manual,13.0,Petrol,145.0,,1.0,ford
 E Class,2019.0,36995.0,Semi-Auto,9325.0,Diesel,,46.3,3.0,merc
 A3,2019.0,21115.0,Automatic,18803.0,Petrol,145.0,41.5,1.5,Audi
 Q5,,22498.0,Semi-Auto,27848.0,Diesel,200.0,47.1,2.0,Audi
 Yaris,2014.0,6775.0,Manual,29000.0,Petrol,30.0,58.0,,toyota
 A1,2016.0,8295.0,Manual,88340.0,Diesel,0.0,76.3,1.6,Audi
 3 Series,2017.0,18998.0,Semi-Auto,28332.0,Hybrid,0.0,134.5,2.0,BMW
 A Class,2019.0,24495.0,Semi-Auto,10783.0,Petrol,150.0,53.3,,merc
 Fabia,,,Manual,15164.0,Petrol,145.0,,1.2,skoda
 A Class,,17891.0,Semi-Auto,21844.0,Diesel,150.0,68.9,,merc
 Yaris,2018.0,13495.0,Automatic,15990.0,Hybrid,135.0,76.3,,toyota
 Q3,2016.0,16998.0,Manual,27692.0,Petrol,145.0,49.6,1.4,Audi
 A3,,18990.0,Semi-Auto,24751.0,Petrol,125.0,49.6,2.0,Audi
 Kuga,2013.0,9218.0,Manual,50834.0,Diesel,145.0,53.3,2.0,ford
 Fiesta,2018.0,10895.0,Manual,8565.0,Petrol,145.0,55.4,1.1,ford
 Fiesta,2018.0,,Manual,18377.0,Petrol,,65.7,1.0,ford
 Kuga,2019.0,17990.0,Manual,11658.0,Petrol,145.0,35.3,1.5,ford
 C Class,2014.0,8999.0,Automatic,85699.0,Diesel,30.0,64.2,2.1,merc
 A6,,14998.0,Semi-Auto,54813.0,Diesel,30.0,64.2,2.0,Audi
 Golf,2015.0,,Manual,43121.0,Petrol,,53.3,1.4,volkswagen
 Golf,2019.0,30490.0,Semi-Auto,101.0,Petrol,150.0,32.8,2.0,volkswagen
 A4,2017.0,24999.0,Semi-Auto,,Diesel,145.0,57.6,,Audi
 A4,2017.0,16500.0,Manual,25302.0,Diesel,145.0,74.3,2.0,Audi
 Golf,2019.0,18600.0,Manual,195.0,Diesel,145.0,57.7,1.6,volkswagen
 Fiesta,2017.0,9790.0,Manual,7471.0,Petrol,0.0,65.7,1.0,ford
 A6,2013.0,13695.0,Semi-Auto,46206.0,Diesel,145.0,55.4,3.0,Audi
 Focus,,18991.0,Manual,20147.0,Petrol,,,2.0,ford
 Corsa,2014.0,,Manual,52302.0,Petrol,,51.4,1.2,vauxhall
 Tiguan,2019.0,22495.0,Manual,5711.0,Petrol,145.0,40.9,1.5,volkswagen
 Tiguan,2020.0,26000.0,Manual,2000.0,Diesel,145.0,47.9,2.0,volkswagen
 Mokka X,,12060.0,Manual,6755.0,Petrol,200.0,42.2,,vauxhall
 1 Series,2017.0,17500.0,Semi-Auto,23863.0,Petrol,145.0,47.9,2.0,BMW
 Focus,,15270.0,Manual,14234.0,Petrol,,58.9,1.0,ford
 Up,2016.0,7690.0,Manual,13806.0,Petrol,20.0,64.2,1.0,volkswagen
 Yaris,2015.0,,Automatic,56032.0,Hybrid,0.0,86.0,1.5,toyota
 Yaris,2017.0,9698.0,Manual,24260.0,Petrol,145.0,58.9,1.5,toyota
 5 Series,2015.0,13600.0,Automatic,60892.0,Diesel,125.0,60.1,2.0,BMW
 A3,,,Automatic,25212.0,Petrol,205.0,43.5,2.0,Audi
 Up,2015.0,7793.0,Manual,24409.0,Petrol,20.0,61.4,1.0,volkswagen
 Fiesta,,15699.0,Manual,6000.0,Petrol,145.0,58.9,,ford
 Tucson,2018.0,21590.0,Automatic,7022.0,Diesel,145.0,43.5,2.0,hyundi
 5 Series,2019.0,26350.0,Semi-Auto,,Diesel,145.0,65.7,2.0,BMW
 Tiguan,,28590.0,Semi-Auto,3500.0,Petrol,145.0,30.4,2.0,volkswagen
 A3,2013.0,,Semi-Auto,,Petrol,125.0,50.4,1.8,Audi
 Corsa,,,Manual,12485.0,Petrol,150.0,55.4,1.4,vauxhall
 Focus,2018.0,15395.0,Manual,18500.0,Petrol,145.0,60.1,,ford
 Corsa,2017.0,7071.0,Manual,23772.0,Petrol,30.0,,1.4,vauxhall
 Tucson,,15495.0,Automatic,13800.0,Diesel,145.0,57.6,1.7,hyundi
 5 Series,2017.0,27152.0,Semi-Auto,,Diesel,,51.4,,BMW
 Kuga,2015.0,9799.0,Semi-Auto,65000.0,Diesel,150.0,52.3,2.0,ford
 A4,,29300.0,Manual,3378.0,Petrol,145.0,39.2,,Audi
 A1,2017.0,11999.0,Manual,29328.0,Petrol,0.0,67.3,,Audi
 Astra,2017.0,,Manual,37331.0,Diesel,20.0,72.4,1.6,vauxhall
 Focus,2016.0,11400.0,Automatic,,Petrol,125.0,51.4,1.0,ford
 Polo,2016.0,8798.0,Manual,17399.0,Petrol,20.0,58.9,1.0,volkswagen
 Golf,2019.0,29299.0,Automatic,2094.0,Petrol,150.0,32.8,2.0,volkswagen
 1 Series,2013.0,12250.0,Automatic,48491.0,Diesel,125.0,60.1,2.0,BMW
 C Class,2019.0,37321.0,Automatic,50.0,Diesel,,54.3,,merc
 C Class,,11300.0,Manual,49604.0,Petrol,125.0,51.4,2.0,merc
 Mokka X,2017.0,,Manual,36951.0,Diesel,145.0,68.9,1.6,vauxhall
 E Class,2016.0,19004.0,Automatic,,Diesel,150.0,,3.0,merc
 Fiesta,2019.0,13140.0,Manual,2818.0,Petrol,145.0,48.7,1.1,ford
 Focus,2019.0,23990.0,Automatic,,Petrol,145.0,51.4,1.0,ford
 C Class,2018.0,28749.0,Semi-Auto,6449.0,Diesel,145.0,54.3,2.0,merc
 Polo,2017.0,10290.0,Manual,20150.0,Petrol,20.0,60.1,1.2,volkswagen
 Mokka X,,12491.0,Semi-Auto,,Petrol,160.0,43.5,1.4,vauxhall
 Fabia,2019.0,12600.0,Automatic,731.0,Petrol,145.0,60.1,1.0,skoda
 A5,2019.0,28450.0,Automatic,6129.0,Diesel,145.0,48.7,2.0,Audi
 3 Series,,22998.0,Semi-Auto,20175.0,Diesel,145.0,60.1,2.0,BMW
 Corsa,2018.0,,Manual,13308.0,Petrol,150.0,54.3,1.4,vauxhall
 Tiguan,2014.0,12699.0,Manual,39292.0,Diesel,160.0,48.7,2.0,volkswagen
 Corsa,,9000.0,Manual,5875.0,Petrol,,55.4,1.4,vauxhall
 Golf,2005.0,1999.0,Manual,,Petrol,,41.5,1.6,volkswagen
 Fiesta,2019.0,13998.0,Manual,,Petrol,145.0,58.9,1.0,ford
 Aygo,2018.0,7995.0,Manual,,Petrol,145.0,68.9,1.0,toyota
 Golf,2018.0,19349.0,Automatic,7719.0,Petrol,,43.5,1.5,volkswagen
 A Class,,,Manual,16.0,Petrol,145.0,28.5,1.3,merc
 5 Series,,33980.0,Semi-Auto,1175.0,Diesel,145.0,62.8,2.0,BMW
 C Class,2017.0,19950.0,Automatic,23000.0,Diesel,145.0,61.4,2.1,merc
 Q2,2017.0,19895.0,Manual,16000.0,Petrol,145.0,50.4,1.4,Audi
 E Class,2018.0,23480.0,Semi-Auto,10729.0,Diesel,145.0,61.4,2.0,merc
 Kuga,,,Manual,8154.0,Diesel,,,2.0,ford
 A Class,2020.0,24579.0,Manual,1000.0,Petrol,145.0,47.1,1.3,merc
 5 Series,,28450.0,Semi-Auto,101.0,Petrol,145.0,,2.0,BMW
 1 Series,2017.0,8500.0,Manual,85940.0,Diesel,0.0,,1.5,BMW
 Corsa,,9690.0,Manual,8300.0,Petrol,145.0,43.5,1.4,vauxhall
 Tucson,2017.0,14860.0,Manual,20820.0,Diesel,145.0,,2.0,hyundi
 5 Series,,34990.0,Semi-Auto,101.0,Diesel,145.0,53.3,,BMW
 Octavia,,19745.0,Automatic,3851.0,Diesel,145.0,,2.0,skoda
 C Class,2020.0,39309.0,Semi-Auto,1000.0,Diesel,145.0,46.3,,merc
 Passat,2016.0,,Semi-Auto,33784.0,Diesel,30.0,62.8,2.0,volkswagen
 Q3,2019.0,28192.0,Semi-Auto,3161.0,Petrol,145.0,38.2,,Audi
 Golf,2019.0,18750.0,Manual,6000.0,Diesel,145.0,62.8,2.0,volkswagen
 Superb,2016.0,10999.0,Manual,67601.0,Diesel,20.0,67.3,,skoda
 Focus,2017.0,10390.0,Manual,30261.0,Diesel,0.0,74.3,1.5,ford
 Focus,2019.0,15495.0,Manual,8500.0,Petrol,145.0,,1.0,ford
 Astra,,3690.0,Manual,67000.0,Petrol,125.0,51.4,1.4,vauxhall
 Kuga,2018.0,20000.0,Manual,4992.0,Diesel,145.0,54.3,2.0,ford
 Astra,2016.0,11000.0,Semi-Auto,23779.0,Diesel,125.0,61.4,1.6,vauxhall
 Polo,,10490.0,Manual,30261.0,Petrol,145.0,60.1,,volkswagen
 1 Series,2016.0,11490.0,Manual,40000.0,Diesel,30.0,65.7,,BMW
 Astra,2014.0,8800.0,Manual,41348.0,Diesel,,57.7,2.0,vauxhall
 C Class,2019.0,,Semi-Auto,1200.0,Petrol,145.0,28.5,,merc
 Q3,,26495.0,Manual,,Petrol,145.0,40.9,,Audi
 A3,2018.0,19490.0,Manual,23800.0,Petrol,145.0,49.6,,Audi
 Astra,2017.0,11998.0,Semi-Auto,14727.0,Petrol,150.0,50.4,1.4,vauxhall
 EcoSport,2016.0,8995.0,Manual,32918.0,Diesel,30.0,64.2,1.5,ford
 Golf,2014.0,12999.0,Manual,,Diesel,20.0,67.3,2.0,volkswagen
 2 Series,2019.0,,Semi-Auto,,Petrol,145.0,47.9,2.0,BMW
 Aygo,,7072.0,Manual,22572.0,Petrol,145.0,69.0,,toyota
 5 Series,2019.0,26498.0,Semi-Auto,16466.0,Diesel,145.0,60.1,,BMW
 Astra,2017.0,10998.0,Manual,16326.0,Petrol,125.0,51.4,1.4,vauxhall
 Golf,2019.0,,Automatic,5995.0,Petrol,145.0,,,volkswagen
 Fiesta,,11498.0,Manual,,Petrol,145.0,58.9,1.0,ford
 EcoSport,2019.0,,Manual,,Petrol,145.0,51.4,1.0,ford
 A5,2017.0,23000.0,Semi-Auto,22000.0,Diesel,,60.1,,Audi
 A Class,,9500.0,Manual,,Diesel,0.0,,1.5,merc
 GLA Class,2019.0,22999.0,Semi-Auto,12904.0,Diesel,145.0,,2.1,merc
 Focus,2015.0,8500.0,Manual,32620.0,Diesel,0.0,74.3,1.5,ford
 Q3,2020.0,,Automatic,4563.0,Diesel,145.0,48.7,2.0,Audi
 Corsa,2014.0,6500.0,Manual,47999.0,Petrol,235.0,,1.6,vauxhall
 Octavia,2015.0,14995.0,Semi-Auto,36500.0,Diesel,125.0,58.9,2.0,skoda
 Aygo,2018.0,7997.0,Manual,15702.0,Petrol,145.0,68.9,1.0,toyota
 A Class,,15700.0,Automatic,24460.0,Diesel,,74.3,1.5,merc
 Focus,2017.0,9750.0,Manual,22850.0,Petrol,145.0,61.4,1.0,ford
 C Class,2009.0,6995.0,Automatic,42000.0,Petrol,235.0,,1.6,merc
 Polo,2016.0,,Manual,,Petrol,,60.1,1.2,volkswagen
 C Class,2016.0,16500.0,Automatic,51936.0,Diesel,30.0,64.2,2.1,merc
 Fiesta,2018.0,10499.0,Manual,34886.0,Petrol,145.0,65.7,1.0,ford
 A1,2015.0,9790.0,Manual,40383.0,Petrol,30.0,57.6,1.4,Audi
 Tucson,2017.0,17995.0,Automatic,6987.0,Petrol,145.0,,,hyundi
 Q3,2020.0,32990.0,Manual,2985.0,Diesel,145.0,42.8,2.0,Audi
 Aygo,2017.0,8399.0,Automatic,11304.0,Petrol,145.0,67.0,1.0,toyota
 Passat,2019.0,19000.0,Automatic,4037.0,Petrol,145.0,41.5,1.5,volkswagen
 2 Series,2017.0,,Semi-Auto,,Diesel,30.0,64.2,2.0,BMW
 Q3,2013.0,11798.0,Manual,40252.0,Diesel,160.0,50.4,2.0,Audi
 3 Series,2019.0,27495.0,Manual,,Diesel,145.0,54.3,2.0,BMW
 A1,2019.0,,Automatic,5000.0,Petrol,,40.9,2.0,Audi
 A3,2017.0,23362.0,Semi-Auto,,Petrol,145.0,43.5,2.0,Audi
 Yaris,2018.0,10000.0,Manual,22750.0,Petrol,145.0,58.9,1.5,toyota
 Q2,2017.0,19989.0,Semi-Auto,23021.0,Petrol,,52.3,,Audi
 Up,2019.0,11000.0,Manual,2500.0,Petrol,145.0,54.3,1.0,volkswagen
 3 Series,2013.0,8995.0,Manual,51000.0,Diesel,30.0,62.8,2.0,BMW
 Octavia,2017.0,10490.0,Manual,33300.0,Diesel,150.0,68.9,1.6,skoda
 Mokka,2017.0,10000.0,Manual,36707.0,Petrol,200.0,42.2,1.6,vauxhall
 Focus,,17495.0,Manual,2808.0,Petrol,,60.1,1.0,ford
 A Class,2015.0,18500.0,Semi-Auto,29917.0,Petrol,,45.6,2.0,merc
 C Class,2015.0,11689.0,Manual,76472.0,Diesel,20.0,70.6,2.1,merc
 Kuga,2017.0,15799.0,Manual,29000.0,Diesel,125.0,60.1,2.0,ford
 Fiesta,,,Manual,10911.0,Petrol,,64.2,,ford
 2 Series,,13342.0,Manual,,Petrol,160.0,44.8,2.0,BMW
 Q3,2020.0,31990.0,Semi-Auto,,Petrol,,,2.0,Audi
 Golf,2017.0,,Automatic,44837.0,Diesel,20.0,,2.0,volkswagen
 Astra,2013.0,7999.0,Manual,24000.0,Petrol,145.0,47.9,1.4,vauxhall
 Insignia,2017.0,13100.0,Manual,,Diesel,145.0,65.7,1.6,vauxhall
 Fiesta,2019.0,11798.0,Manual,14068.0,Petrol,145.0,58.9,1.0,ford
 GLC Class,2018.0,,Semi-Auto,11605.0,Diesel,145.0,56.5,2.1,merc
 Polo,2017.0,10299.0,Manual,25432.0,Petrol,145.0,60.1,1.2,volkswagen
 Yaris,2017.0,13495.0,Automatic,8950.0,Hybrid,0.0,78.0,,toyota
 Fiesta,2013.0,5820.0,Manual,46191.0,Petrol,30.0,54.3,1.2,ford
 A5,2016.0,21111.0,Semi-Auto,31901.0,Petrol,30.0,53.3,2.0,Audi
 Fiesta,2013.0,6485.0,Manual,78000.0,Diesel,0.0,76.4,1.5,ford
 E Class,2016.0,16500.0,Automatic,,Diesel,125.0,61.4,2.1,merc
 Fiesta,2017.0,10000.0,Manual,24205.0,Petrol,145.0,65.7,1.0,ford
